,종가
940,"[32973.78829066952, 33020.931195765734, 33209.72153395414, 33278.75839253267, 33403.42963988583, 33392.00433587035, 33489.0726475666, 33706.09725760917, 33630.52338584016, 33641.9079277354, 33834.513921787344, 34447.55153377851, 34174.60405943605, 33952.457428264126, 34480.93071505427]"
941,"[6210.0, 6210.0, 6220.858048930764, 6210.592094262751, 6242.909273048242, 6246.04676532497, 6211.999393718937, 6232.366065730651, 6228.951757167776, 6222.258413672446, 6316.212984661261, 6324.317348221937, 6274.39282340308, 6228.637067704461, 6309.137992391983]"
942,"[2381.678575774034, 2380.1164273420973, 2378.3546366294227, 2411.199565678835, 2410.98741705219, 2531.918723533551, 2533.308545301358, 2565.694512172292, 2576.7073377221823, 2538.807363125185, 2549.26769596835, 2664.4543492762996, 2654.5131676892443, 2691.663343086839, 2674.5958057100265]"
943,"[1320.0, 1320.0, 1320.0, 1320.0, 1320.0, 1334.2542333801587, 1334.2542333801587, 1334.2542333801587, 1359.216184834639, 1359.216184834639, 1359.216184834639, 1359.216184834639, 1359.216184834639, 1359.216184834639, 1359.216184834639]"
944,"[3175.0, 3302.5161427259445, 3434.0425516168275, 3596.9848611950874, 3645.977246463299, 3786.203398009141, 3894.0101945648594, 4012.4405893807607, 4021.9702398777013, 4007.547458944221, 4030.1925815020995, 4028.0996056230892, 4131.28859844602, 4212.843812357557, 4404.129192253265]"
945,"[44250.0, 45459.90855445465, 46323.05712451538, 47455.4827640454, 48218.09099316597, 49025.24867604177, 49322.373985126615, 49702.07541237275, 49977.258086949594, 49664.98157316819, 49693.29575896263, 50013.94407266441, 51083.27236892656, 51697.40139904122, 51935.75154803694]"
946,"[1465.0, 1465.0, 1465.0, 1465.888096516952, 1465.0, 1465.9686028019837, 1465.654141122165, 1471.6468427693471, 1484.3035027291626, 1491.5663981249866, 1497.2349500426403, 1530.556742998461, 1506.4969308933555, 1554.8016676592329, 1543.1682015811093]"
947,"[2423.160966773828, 2483.0349374910193, 2483.6893738756576, 2484.0198157380028, 2483.0396539767585, 2484.0980879962444, 2483.931741456191, 2480.62542959551, 2483.509663959344, 2485.1738236391293, 2489.5067978246757, 2483.4677211890616, 2483.21335572501, 2483.8498192727566, 2483.834263727069]"
948,"[929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.0, 929.1372691000812, 929.1372691000812, 929.1372691000812]"
949,"[3430.0, 3430.0, 3430.0, 3430.0, 3663.565256714821, 3664.505155205727, 3656.218927681446, 3655.845376908779, 3648.896430641413, 3646.5660069286823, 3642.237201660872, 3639.593683630228, 3641.9229699373245, 3640.6007559597497, 3642.524577230215]"
950,"[865.0, 868.0203376809757, 879.8694016337395, 926.6240177949269, 945.6933462222416, 980.9128257632256, 985.4949367245038, 1017.1485383113225, 1010.1740986903508, 1055.184486846129, 1041.097998579343, 1077.53434441487, 1055.0882189273834, 1085.2263137201467, 1094.3080494999886]"
951,"[26646.459690630436, 26663.850773125887, 28093.462580293417, 29205.269464701414, 30841.27420186997, 32148.62248390913, 33345.533529520035, 33886.84435322881, 35326.66633233428, 36833.32298010588, 37709.54761385918, 38439.0898527205, 40791.49512171745, 41341.367697417736, 41003.44419941306]"
952,"[114880.0945440928, 116500.00980059305, 116608.58445068198, 114940.82774410643, 120664.05443569024, 120538.29396282631, 124464.17725590058, 125300.17747233312, 124963.54701444505, 131725.56654493013, 132988.81539613008, 138699.12940402824, 140575.32498092702, 138575.3168062369, 137363.34418301782]"
953,"[9480.40646085277, 9574.93179055443, 9883.229833096266, 10360.044361285865, 10494.149121798575, 10409.946519225836, 10404.630793720484, 10148.997259423137, 10287.462381206453, 10419.570045605302, 10309.095442380756, 10683.797105252743, 10904.008940845728, 10244.21817683056, 10121.228845935313]"
954,"[5310.0, 5310.0, 5335.593989749749, 5381.992726703485, 5325.270697842042, 5314.886529823144, 5381.202356537183, 5349.2712320884075, 5313.083130876224, 5362.851851701736, 5356.310127861798, 5380.202021879454, 5406.2181524646785, 5375.187251190345, 5363.6051904906835]"
955,"[93511.35567148527, 93495.79220891, 93503.42266559601, 94875.10603348415, 94804.34030771257, 94852.21797903378, 95667.71904826164, 95611.99629386266, 95942.76315410933, 95901.9617297252, 96603.53199054798, 96796.13228221734, 96871.34666542213, 97588.52662878111, 97388.69958619277]"
956,"[4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0, 4240.0]"
957,"[1995.0000000000002, 2004.2842833784723, 2005.5007387436926, 2003.813478756696, 2009.0189120918515, 2004.394428194811, 2019.874469667673, 2007.9751002192497, 2012.5115831228904, 2005.2676070009672, 2006.1444156553675, 2004.52529183651, 2003.7170629774532, 2041.2839833560088, 2043.9288626673324]"
958,"[1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1790.0, 1793.4427162408829, 1790.0, 1790.0, 1790.0, 1790.0]"
959,"[2110.0, 2110.0, 2110.0, 2110.0, 2121.046624556184, 2110.0, 2110.0, 2110.0, 2112.5335306767374, 2110.0, 2121.431062594056, 2123.11116698198, 2114.701474076137, 2124.163222676143, 2111.2722274987027]"
960,"[12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998, 12349.999999999998]"
961,"[6239.291483104229, 6083.665116652846, 6107.351859360933, 6299.853025466204, 6397.798900827766, 6371.732768122107, 6549.093772254885, 6502.222378607839, 6702.75133407861, 6716.654552482069, 6914.595538564026, 6950.78401271999, 7125.3621841073045, 7141.1806631833315, 7312.09465392679]"
962,"[5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0, 5680.0]"
963,"[7509.999999999999, 7580.095472897093, 7663.731646339098, 7768.736825769145, 7774.344137599071, 7787.136176985999, 7860.732226654887, 7969.791306878129, 7947.816425510681, 8037.807043806959, 8111.920138243585, 8233.549642828602, 8269.081642381847, 8402.90853584806, 8326.450785049237]"
964,"[2069.3206235120697, 2072.9811012626938, 2074.584994973615, 2073.112816711267, 2075.0977906820676, 2086.5232946909964, 2121.617205159118, 2112.6262607779354, 2097.228576656431, 2109.6059416309, 2117.002064108228, 2135.575484106938, 2156.549932473029, 2174.7913339240476, 2131.7540171911633]"
965,"[5371.929391384124, 5368.995788753032, 5367.253008961677, 5897.110135157903, 5973.589052557945, 6486.660948405663, 6298.158068617185, 6085.800178471176, 6374.65295719107, 6200.950631419817, 6823.853099484151, 7291.677618294954, 7873.20196523269, 7858.991653541723, 7174.262485350171]"
966,"[5321.761898895104, 5583.658987402916, 5575.798253973325, 6051.771593391895, 7053.479356567065, 6933.629055102667, 6900.774532804887, 7440.353540678819, 7880.105701570708, 7969.246654585004, 8163.306764428814, 9000.943070540827, 9230.260687440634, 9224.795095190406, 9112.71158645302]"
967,"[8346.125665783882, 8349.496574437248, 8494.965613765642, 8501.59995406121, 8627.294960033149, 8730.748241830617, 8805.339259035885, 8897.754077799618, 8941.367418058217, 9001.500306144357, 9019.014354974031, 9188.494269154968, 9224.040721699595, 9310.382578529418, 9640.490757927299]"
968,"[839.9999999999999, 912.6374602317809, 906.8998889923095, 920.7111698587735, 911.6444574197133, 892.7746808528899, 914.8022994995117, 918.2808353900908, 919.3625268141428, 923.9618640442689, 924.8044938246409, 945.789485067129, 953.6908024946847, 932.2343726555506, 946.097449739774]"
969,"[1981.0, 2007.8881052583456, 2007.532059504837, 2007.4405481792987, 2008.0353969261052, 2050.1883974805473, 2058.4958485886455, 2064.887941944413, 2062.7731310185045, 2110.995748280734, 2087.597965340456, 2200.488841217756, 2063.4794738531114, 2195.8510077087208, 2338.768582567666]"
970,"[10700.0, 11028.381184041502, 11486.391265392303, 11440.593856573107, 11619.91124995053, 11512.454794943333, 12497.900761216879, 12024.055719077587, 12478.159534782171, 12576.164166722447, 13557.90987148881, 12848.814544603229, 13973.28948196955, 13815.604231506586, 13941.725844815373]"
971,"[5777.4685836037, 5795.75005512933, 5847.506496541202, 6089.296136972805, 6131.174194748202, 6450.086757371823, 6494.59762682269, 6355.065963963667, 6566.485782119135, 6434.324505086988, 6072.22405792276, 6525.055585453907, 6286.252816167969, 6551.452735342084, 6449.774970253308]"
972,"[1985.0, 1985.0, 1985.0, 2012.1216726750135, 2011.9174485007923, 2011.2044456154108, 2009.1480070104203, 2011.3803290338255, 2018.7161975987256, 2035.0521734551294, 2040.8575100153685, 2032.7054066732528, 2042.8234326218567, 2049.708380562564, 2045.6707029261938]"
973,"[4615.0, 4615.0, 4615.0, 4752.896501769623, 4752.7285569906235, 4842.961337814729, 4898.507922276234, 4945.628445061545, 5018.790620466074, 5061.01318218823, 5014.98872174571, 5186.015325685343, 5164.434013043841, 5334.836687048277, 5175.265495131413]"
974,"[1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0, 1860.0]"
975,"[1880.0, 1880.0, 1885.4068834222853, 1884.8035598862916, 1886.492031235248, 1885.7365217432382, 1885.5926026403904, 1886.3228357806802, 1887.119514897466, 1893.347924200818, 1896.791164610535, 1898.9100056625905, 1897.8024526275694, 1911.129227981437, 1912.318271691911]"
976,"[1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001, 1015.0000000000001]"
977,"[2625.0, 2625.0, 2625.0, 2625.0, 2631.995317727948, 2640.4220905962093, 2640.4660291201435, 2643.4249717986677, 2644.4076779826237, 2646.515905144625, 2652.2028110983474, 2657.1062024946636, 2659.237457107908, 2658.920832973672, 2665.4320474155247]"
978,"[6050.0, 6202.021167874336, 6315.43044866994, 6422.801849450915, 6476.061511496082, 6594.996802429669, 6728.855685144663, 6829.325263053179, 6855.00408321619, 7078.811621665955, 7191.952287778258, 7360.1549430936575, 7534.588943347334, 7731.184035539627, 7883.4202870726585]"
979,"[11600.0, 11600.687678603572, 11759.154029935598, 11733.389450386167, 12141.211202517152, 12128.210554942489, 12259.336132407187, 12162.986451238394, 12370.892321523277, 12316.688070204107, 12436.910253167152, 12419.032392399386, 12435.529049411416, 12406.860211603342, 12378.734915386885]"
980,"[7216.699676235517, 7221.9711201787, 7220.846475889286, 7252.191061228515, 7387.900401011109, 7591.526012063027, 7687.963157544534, 7676.563858913879, 7674.787818246832, 7877.626552733283, 8022.703905082619, 8016.753643602134, 7734.088358990849, 7808.421252285441, 8252.99546312665]"
981,"[434.9836238215367, 455.1663969983657, 456.10051639011755, 458.20434819938, 505.66582981497055, 502.83885723153753, 538.2349215527375, 543.4287386223674, 577.9744162360827, 577.363568619887, 600.3539650702228, 604.6402662858367, 608.7472799125438, 654.7561608731746, 679.8058622379166]"
982,"[30550.75318018595, 30606.63897891839, 30601.40693883101, 30604.89314943552, 30592.366775870323, 30605.03808079908, 30606.758614256974, 30721.988276951015, 30721.534267564613, 30735.01960344923, 30700.95556856443, 30767.840838494398, 30748.14022965729, 30777.145131366946, 30772.687814151865]"
983,"[3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3960.0, 3970.3491759300236, 3982.2821683883667, 3988.9773755073547, 3988.6320948451757, 3996.0486791431904, 3999.952713534236]"
984,"[1910.0, 1910.0, 1910.0, 1954.481698513031, 1972.5688220262527, 1985.5522661209106, 1993.0704582929611, 1987.4736890792847, 1990.580602824688, 1973.38688826561, 1959.103904247284, 2015.938839316368, 2014.8151021003723, 2016.9994201660156, 2093.4758392572403]"
985,"[6460.0, 6467.365826980521, 6467.569650070742, 6485.436297898491, 6554.457776617259, 6621.204512597372, 6685.135919697583, 6773.5166233678665, 6832.390393937628, 6899.7145492273075, 6969.5260258205235, 7031.584433411558, 7110.748981098333, 7202.482372052968, 7281.985342870155]"
986,"[5400.0, 5400.0, 5400.0, 5400.0, 5400.0, 5444.614102765918, 5516.164959594607, 5594.101624935865, 5594.575971588492, 5603.458981886506, 5588.591536283493, 5705.0914964824915, 5779.084048494697, 5797.404482029378, 5847.906241603196]"
987,"[31500.0, 31500.0, 31500.0, 31500.0, 38191.45084222158, 44222.63252337773, 46796.94942633311, 40982.57902264595, 39769.263607263565, 40688.220063845314, 40898.29552968343, 42266.34470423063, 44157.870452106, 44403.532245258495, 39245.901173353195]"
988,"[20200.0, 20200.0, 20200.0, 20375.908850729465, 20459.765693346657, 20881.178358594578, 20703.79849726955, 20809.894734683137, 20769.846428260207, 21000.117275087785, 20963.598691907246, 21347.26932676509, 21095.51689111317, 21188.16423499336, 21309.939142763615]"
989,"[12829.999999999998, 13105.722535560526, 13327.245184004305, 13552.971052591998, 14058.925045048196, 14116.811975797016, 14170.496462284587, 14564.576826208578, 15112.342214201886, 14507.373610337572, 15440.517696691055, 15699.37668630729, 15482.90322079261, 15107.74213891849, 16271.069237561274]"
990,"[1827.4752257925768, 1874.6244521935782, 1879.1440585354965, 1882.2319765190284, 1880.8091108762117, 1874.5701076785724, 1956.6895258227985, 1938.927933956186, 1915.0654132763545, 1980.5756120781102, 1990.019767006238, 2049.21686972181, 1978.619683245818, 1994.58344908307, 2057.268380969763]"
991,"[4349.1045738856, 4471.359749158223, 4567.506987253824, 4700.5762850443525, 4813.03932873408, 4893.595217863718, 4936.686446030934, 4937.740969498952, 4941.827438036601, 4937.623393217723, 4942.238445729017, 5042.93742831548, 5172.289309342702, 5252.236380577087, 5275.747479662299]"
992,"[308.0, 322.2763234063983, 457.1788769990206, 579.2796401828527, 678.6259589836002, 753.7695501153667, 829.3144756962856, 762.3308153867722, 717.7128830596805, 746.0633197953302, 739.5522697672249, 951.1343111917375, 956.7168246507644, 887.1019829610983, 973.1273332789541]"
993,"[2870.784276127815, 2893.8879412114616, 2898.410385303199, 2895.561170913279, 2893.3991188555956, 2895.260375663638, 2969.7762748748064, 2976.1303433328867, 3079.546191096306, 3123.0457428097725, 3154.1223227232695, 3149.696905791759, 3145.00007519871, 3141.893293753266, 3189.3477123081684]"
994,"[4331.482247650623, 4306.299165954192, 4336.070218910773, 4335.970206300418, 4332.566297937496, 4381.899710727234, 4320.248592630339, 4341.405040131339, 4334.4922564321505, 4343.097327485991, 4320.188560610171, 4307.394170150161, 4371.2073988206685, 4303.880535026391, 4384.084030528243]"
995,"[13130.292946547272, 13912.034575541815, 14336.21316805482, 14382.347453484934, 14424.662327567736, 15002.82090342914, 15479.294595569374, 15552.462240805227, 15657.891438255709, 15509.738634141782, 16131.580348424613, 16254.997300207615, 15954.541880985102, 16905.9964997073, 17016.182203243177]"
996,"[17800.0, 17800.0, 17800.0, 17819.406566396356, 18321.586234606802, 18376.291047781706, 18510.052071362734, 18731.773834228516, 18780.160135552287, 18690.401935023256, 18688.96240748465, 18639.907227456573, 18659.684974439442, 18637.740313410763, 18621.114180199802]"
997,"[3999.1855401545763, 4089.9011501173177, 4193.295098965367, 4213.629559064905, 4765.223238086949, 4595.892738899837, 5193.7388156230245, 4852.246831017546, 5609.146329149603, 5392.421798379471, 5793.720776942869, 6031.052231987317, 6069.378864606221, 6497.617593208949, 6115.055480982487]"
998,"[1007.6865474035343, 1040.3511036088069, 1046.9364445563097, 1214.790907406807, 1245.450805891274, 1245.7000880515823, 1345.3437132697552, 1376.9139104070762, 1370.3650065759819, 1503.5805902992688, 1577.2287874732167, 1550.0083652943686, 1649.9546246123189, 1712.258862619847, 1765.6411326633145]"
999,"[18662.097654441994, 19455.44866303603, 19461.9992509981, 19457.26142540574, 19379.224695712328, 19373.186566283304, 19390.836211194597, 19328.465206126373, 19417.84114778042, 19359.795113752283, 19424.82745145758, 19375.635643551745, 19354.545920044184, 19256.61025894185, 19394.631615430117]"
1000,"[89536.87927862008, 93109.89221533139, 95495.52749156952, 99756.74711028735, 101131.31242116293, 101539.27000460526, 103459.73466128111, 106000.88826671241, 109232.5763068348, 111115.8666977038, 112568.78229911129, 112281.41928999375, 114049.67840407044, 116731.39839271705, 118862.25402059653]"
1001,"[999.0, 999.0, 999.0, 999.0, 1005.2121412277221, 1003.0007635131478, 1039.809491237998, 1111.3662850677965, 1057.7859317243099, 1031.7494763733819, 1098.3348869815468, 1167.0933055624364, 1151.298651662469, 1132.7214996039868, 1219.4313182070853]"
1002,"[3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0, 3390.0]"
